"Like Us &","Like Us &"
"Get %s OFF","Get %s OFF"
"<span class=""fb-discount-order"">your order</span> instantly","<span class=""fb-discount-order"">your order</span> instantly"
"Fixed amount discount for whole cart","Fixed amount discount for whole cart"
"Percent of product price discount","Percent of product price discount"
